city,city_href,country,country_href
Vir,/bus/vir,Croatia,/bus/croatia
Virje,/bus/virje,Croatia,/bus/croatia
Virovitica,/bus/virovitica,Croatia,/bus/croatia
Vlaka,/bus/vlaka,Croatia,/bus/croatia
Vlašići,/bus/vlasici,Croatia,/bus/croatia
Vodice,/bus/vodice,Croatia,/bus/croatia
Vodnjan,/bus/vodnjan,Croatia,/bus/croatia
Volinja,/bus/volinja,Croatia,/bus/croatia
Voloder,/bus/voloder,Croatia,/bus/croatia
Vraneševci,/bus/vranesevci,Croatia,/bus/croatia
Vrbovec,/bus/vrbovec,Croatia,/bus/croatia
Vrčići,/bus/vrcici,Croatia,/bus/croatia
Vrgorac,/bus/vrgorac,Croatia,/bus/croatia
Vrpolje,/bus/vrpolje,Croatia,/bus/croatia
Vuka,/bus/vuka,Croatia,/bus/croatia
Vukovar,/bus/vukovar,Croatia,/bus/croatia
Vukovina,/bus/vukovina,Croatia,/bus/croatia
Zadar,/bus/zadar,Croatia,/bus/croatia
Zadvarje,/bus/zadvarje,Croatia,/bus/croatia
Zagreb,/bus/zagreb,Croatia,/bus/croatia
Zagvozd,/bus/zagvozd,Croatia,/bus/croatia
Zamlača,/bus/zamlaca,Croatia,/bus/croatia
Zaostrog,/bus/zaostrog,Croatia,/bus/croatia
Zaton,/bus/zaton,Croatia,/bus/croatia
Zaton Veliki,/bus/zaton-veliki,Croatia,/bus/croatia
Zdenački Gaj,/bus/zdenacki-gaj,Croatia,/bus/croatia
Zdenčac,/bus/zdencac,Croatia,/bus/croatia
Zemunik Donji,/bus/zemunik-donji,Croatia,/bus/croatia
Zagreb Airport,/bus/zagreb-airport,Croatia,/bus/croatia
Žabjak,/bus/zabjak,Croatia,/bus/croatia
Žažina,/bus/zazina,Croatia,/bus/croatia
Ždralovi,/bus/zdralovi,Croatia,/bus/croatia
Živogošće,/bus/zivogosce,Croatia,/bus/croatia
Županja,/bus/zupanja,Croatia,/bus/croatia
Župić,/bus/zupic,Croatia,/bus/croatia
Beroun,/bus/beroun,Czech Republic,/bus/czech-republic
Brno,/bus/brno,Czech Republic,/bus/czech-republic
Brtnice,/bus/brtnice,Czech Republic,/bus/czech-republic
Cheb,/bus/cheb,Czech Republic,/bus/czech-republic
Chomutov,/bus/chomutov,Czech Republic,/bus/czech-republic
Černá v Pošumaví,/bus/cerna-v-posumavi,Czech Republic,/bus/czech-republic
České Budějovice,/bus/ceske-budejovice,Czech Republic,/bus/czech-republic
Český Krumlov,/bus/cesky-krumlov,Czech Republic,/bus/czech-republic
Čimelice,/bus/cimelice,Czech Republic,/bus/czech-republic
Čkyně,/bus/ckyne,Czech Republic,/bus/czech-republic
Dukovany,/bus/dukovany,Czech Republic,/bus/czech-republic
Františkovy Lázně,/bus/frantiskovy-lazne,Czech Republic,/bus/czech-republic
Frýdek-Místek,/bus/frydek-mistek,Czech Republic,/bus/czech-republic
Frýdlant,/bus/frydlant,Czech Republic,/bus/czech-republic
Frymburk,/bus/frymburk,Czech Republic,/bus/czech-republic
Harrachov,/bus/harrachov,Czech Republic,/bus/czech-republic
Hořice na Šumavě,/bus/horice-na-sumave,Czech Republic,/bus/czech-republic
Horní Vltavice,/bus/horni-vltavice,Czech Republic,/bus/czech-republic
Hradec Kralove,/bus/hradec-kralove,Czech Republic,/bus/czech-republic
Hrotovice,/bus/hrotovice,Czech Republic,/bus/czech-republic
Ivančice,/bus/ivancice,Czech Republic,/bus/czech-republic
Jablonec nad Nisou,/bus/jablonec-nad-nisou,Czech Republic,/bus/czech-republic
Jicin,/bus/jicin,Czech Republic,/bus/czech-republic
Jihlava,/bus/jihlava,Czech Republic,/bus/czech-republic
Jindrichuv Hradec,/bus/jindrichuv-hradec,Czech Republic,/bus/czech-republic
Jirkov,/bus/jirkov,Czech Republic,/bus/czech-republic
Kájov,/bus/kajov,Czech Republic,/bus/czech-republic
Karlovy Vary,/bus/karlovy-vary,Czech Republic,/bus/czech-republic
Klášterec nad Ohří,/bus/klasterec-nad-ohri,Czech Republic,/bus/czech-republic
Kroměříž,/bus/kromeriz,Czech Republic,/bus/czech-republic
Kubova Huť,/bus/kubova-hut,Czech Republic,/bus/czech-republic
Lednice,/bus/lednice,Czech Republic,/bus/czech-republic
Liberec,/bus/liberec,Czech Republic,/bus/czech-republic
Lipno nad Vltavou,/bus/lipno-nad-vltavou,Czech Republic,/bus/czech-republic
Litomysl,/bus/litomysl,Czech Republic,/bus/czech-republic
Louny,/bus/louny,Czech Republic,/bus/czech-republic
Lubenec,/bus/lubenec,Czech Republic,/bus/czech-republic
Mariánské Lázně,/bus/marianske-lazne,Czech Republic,/bus/czech-republic
Mikulov,/bus/mikulov,Czech Republic,/bus/czech-republic
Mladá Boleslav,/bus/mlada-boleslav,Czech Republic,/bus/czech-republic
Moravský Krumlov,/bus/moravsky-krumlov,Czech Republic,/bus/czech-republic
Most,/bus/most,Czech Republic,/bus/czech-republic
Nachod,/bus/nachod,Czech Republic,/bus/czech-republic
Nový Jičín,/bus/novy-jicin,Czech Republic,/bus/czech-republic
Okříšky,/bus/okrisky,Czech Republic,/bus/czech-republic
Olomouc,/bus/olomouc,Czech Republic,/bus/czech-republic
Ostrava,/bus/ostrava,Czech Republic,/bus/czech-republic
Ostrov,/bus/ostrov,Czech Republic,/bus/czech-republic
Pasohlávky,/bus/pasohlavky,Czech Republic,/bus/czech-republic
Písek,/bus/pisek,Czech Republic,/bus/czech-republic
Plzeň,/bus/plzen,Czech Republic,/bus/czech-republic
Prague,/bus/prague,Czech Republic,/bus/czech-republic
Prague Airport,/bus/prague-airport,Czech Republic,/bus/czech-republic
Příbor,/bus/pribor,Czech Republic,/bus/czech-republic
Protivín,/bus/protivin,Czech Republic,/bus/czech-republic
Rokycany,/bus/rokycany,Czech Republic,/bus/czech-republic
Sedlec,/bus/sedlec,Czech Republic,/bus/czech-republic
Sokolov,/bus/sokolov,Czech Republic,/bus/czech-republic
Strakonice,/bus/strakonice,Czech Republic,/bus/czech-republic
Stříbro,/bus/stribro,Czech Republic,/bus/czech-republic
Tábor,/bus/tabor,Czech Republic,/bus/czech-republic
Tachov,/bus/tachov,Czech Republic,/bus/czech-republic
Telč,/bus/telc,Czech Republic,/bus/czech-republic
Teplice,/bus/teplice,Czech Republic,/bus/czech-republic
Třebíč,/bus/trebic,Czech Republic,/bus/czech-republic
Třeboň,/bus/trebon,Czech Republic,/bus/czech-republic
Trutnov,/bus/trutnov,Czech Republic,/bus/czech-republic
Uherske Hradiste,/bus/uherske-hradiste,Czech Republic,/bus/czech-republic
Uhersky Brod,/bus/uhersky-brod,Czech Republic,/bus/czech-republic
Valeč,/bus/valec,Czech Republic,/bus/czech-republic
Valtice,/bus/valtice,Czech Republic,/bus/czech-republic
Vimperk,/bus/vimperk,Czech Republic,/bus/czech-republic
Vodňany,/bus/vodnany,Czech Republic,/bus/czech-republic
Volyně,/bus/volyne,Czech Republic,/bus/czech-republic
Zašovice,/bus/zasovice,Czech Republic,/bus/czech-republic
Zlatá Koruna,/bus/zlata-koruna,Czech Republic,/bus/czech-republic
Zlín,/bus/zlin,Czech Republic,/bus/czech-republic
Znojmo,/bus/znojmo,Czech Republic,/bus/czech-republic
Aabenraa,/bus/aabenraa,Denmark,/bus/denmark
Aalborg,/bus/aalborg,Denmark,/bus/denmark
Aarhus,/bus/aarhus,Denmark,/bus/denmark
Billund Legoland/Airport,/bus/billund-legoland-airport,Denmark,/bus/denmark
Binderup,/bus/binderup,Denmark,/bus/denmark
Copenhagen,/bus/copenhagen,Denmark,/bus/denmark
Copenhagen Airport,/bus/copenhagen-airport,Denmark,/bus/denmark
Esbjerg,/bus/esbjerg,Denmark,/bus/denmark
Grindsted,/bus/grindsted,Denmark,/bus/denmark
Haderslev,/bus/haderslev,Denmark,/bus/denmark
Helsingør,/bus/helsingor,Denmark,/bus/denmark
Herning,/bus/herning,Denmark,/bus/denmark
Holstebro,/bus/holstebro,Denmark,/bus/denmark
Horsens,/bus/horsens,Denmark,/bus/denmark
Karup,/bus/karup,Denmark,/bus/denmark
Kolding,/bus/kolding,Denmark,/bus/denmark
Middelfart,/bus/middelfart,Denmark,/bus/denmark
Nyborg,/bus/nyborg,Denmark,/bus/denmark
Nykøbing Falster,/bus/nykobing-falster,Denmark,/bus/denmark
Nykøbing Mors,/bus/nykobing-mors,Denmark,/bus/denmark
Odense,/bus/odense,Denmark,/bus/denmark
Padborg,/bus/padborg,Denmark,/bus/denmark
Randers,/bus/randers,Denmark,/bus/denmark
Ringe,/bus/ringe,Denmark,/bus/denmark
Ringkøbing,/bus/ringkobing,Denmark,/bus/denmark
Ringsted,/bus/ringsted,Denmark,/bus/denmark
Rødbyhavn,/bus/rodbyhavn,Denmark,/bus/denmark
Roskilde,/bus/roskilde,Denmark,/bus/denmark
Roskilde Festival,/bus/roskilde-festival,Denmark,/bus/denmark
Rudkøbing,/bus/rudkobing,Denmark,/bus/denmark
Silkeborg,/bus/silkeborg,Denmark,/bus/denmark
Skanderborg,/bus/skanderborg,Denmark,/bus/denmark
Skive,/bus/skive,Denmark,/bus/denmark
Skjern,/bus/skjern,Denmark,/bus/denmark
Slagelse,/bus/slagelse,Denmark,/bus/denmark
Sønderborg,/bus/sonderborg,Denmark,/bus/denmark
Søndervig,/bus/sondervig,Denmark,/bus/denmark
Svendborg,/bus/svendborg,Denmark,/bus/denmark
Thisted,/bus/thisted,Denmark,/bus/denmark
Varde,/bus/varde,Denmark,/bus/denmark
Vejle,/bus/vejle,Denmark,/bus/denmark
Viborg,/bus/viborg,Denmark,/bus/denmark
Aaspere,/bus/aaspere,Estonia,/bus/estonia
Abissaare,/bus/abissaare,Estonia,/bus/estonia
Abja-Paluoja,/bus/abja-paluoja,Estonia,/bus/estonia
Aburi,/bus/aburi,Estonia,/bus/estonia
Ala,/bus/ala,Estonia,/bus/estonia
Alakülä,/bus/alakula,Estonia,/bus/estonia
Allikmaa,/bus/allikmaa,Estonia,/bus/estonia
Aluvere,/bus/aluvere,Estonia,/bus/estonia
Ardu,/bus/ardu,Estonia,/bus/estonia
Are,/bus/are,Estonia,/bus/estonia
Aruküla,/bus/arukula,Estonia,/bus/estonia
Aseri,/bus/aseri,Estonia,/bus/estonia
Assamalla,/bus/assamalla,Estonia,/bus/estonia
Ääsmäe,/bus/aasmae,Estonia,/bus/estonia
Ebavere,/bus/ebavere,Estonia,/bus/estonia
Ellamaa,/bus/ellamaa,Estonia,/bus/estonia
Emmaste,/bus/emmaste,Estonia,/bus/estonia
Erala,/bus/erala,Estonia,/bus/estonia
Haapsalu,/bus/haapsalu,Estonia,/bus/estonia
Haiba,/bus/haiba,Estonia,/bus/estonia
Haldi,/bus/haldi,Estonia,/bus/estonia
Haljala,/bus/haljala,Estonia,/bus/estonia
Halliste,/bus/halliste,Estonia,/bus/estonia
Harju,/bus/harju,Estonia,/bus/estonia
Hellamaa,/bus/hellamaa,Estonia,/bus/estonia
Helme,/bus/helme,Estonia,/bus/estonia
Heltermaa,/bus/heltermaa,Estonia,/bus/estonia
Herjava,/bus/herjava,Estonia,/bus/estonia
Hilleste,/bus/hilleste,Estonia,/bus/estonia
Himma,/bus/himma,Estonia,/bus/estonia
Hingu,/bus/hingu,Estonia,/bus/estonia
Hummuli,/bus/hummuli,Estonia,/bus/estonia
Ilmastalu,/bus/ilmastalu,Estonia,/bus/estonia
Jaakna,/bus/jaakna,Estonia,/bus/estonia
Jaanika,/bus/jaanika,Estonia,/bus/estonia
Jädivere,/bus/jadivere,Estonia,/bus/estonia
Jägala,/bus/jagala,Estonia,/bus/estonia
Jausa,/bus/jausa,Estonia,/bus/estonia
Jõelähtme,/bus/joelahtme,Estonia,/bus/estonia
Jõeranna,/bus/joeranna,Estonia,/bus/estonia
Jõgeva,/bus/jogeva,Estonia,/bus/estonia
Jõgisoo,/bus/jogisoo,Estonia,/bus/estonia
Jõhvi,/bus/johvi,Estonia,/bus/estonia
Jõksi,/bus/joksi,Estonia,/bus/estonia
Kaarepere,/bus/kaarepere,Estonia,/bus/estonia
Kabala,/bus/kabala,Estonia,/bus/estonia
Käbiküla,/bus/kabikula,Estonia,/bus/estonia
Kabila,/bus/kabila,Estonia,/bus/estonia
Kabuna,/bus/kabuna,Estonia,/bus/estonia
Kadarpiku,/bus/kadarpiku,Estonia,/bus/estonia
Kaera,/bus/kaera,Estonia,/bus/estonia
Kahala,/bus/kahala,Estonia,/bus/estonia
Käina,/bus/kaina,Estonia,/bus/estonia
Kambja,/bus/kambja,Estonia,/bus/estonia
Kanaküla,/bus/kanakula,Estonia,/bus/estonia
Kanepi,/bus/kanepi,Estonia,/bus/estonia
Kangru,/bus/kangru,Estonia,/bus/estonia
Kärde,/bus/karde,Estonia,/bus/estonia
Kärdla,/bus/kardla,Estonia,/bus/estonia
Karitsa,/bus/karitsa,Estonia,/bus/estonia
Karjatnurme,/bus/karjatnurme,Estonia,/bus/estonia
Karksi,/bus/karksi,Estonia,/bus/estonia
Karksi-Nuia,/bus/karksi-nuia,Estonia,/bus/estonia
Kassinurme,/bus/kassinurme,Estonia,/bus/estonia
Kemba,/bus/kemba,Estonia,/bus/estonia
Kerema,/bus/kerema,Estonia,/bus/estonia
Kidaste,/bus/kidaste,Estonia,/bus/estonia
Kiiu,/bus/kiiu,Estonia,/bus/estonia
Kilingi-Nõmme,/bus/kilingi-nomme,Estonia,/bus/estonia
Kirbla,/bus/kirbla,Estonia,/bus/estonia
Kisuvere,/bus/kisuvere,Estonia,/bus/estonia
Kivi-Vigala,/bus/kivi-vigala,Estonia,/bus/estonia
Kivitammi,/bus/kivitammi,Estonia,/bus/estonia
Kodasoo,/bus/kodasoo,Estonia,/bus/estonia
Kodesmaa,/bus/kodesmaa,Estonia,/bus/estonia
Kohtla-Järve,/bus/kohtla-jarve,Estonia,/bus/estonia
Koluvere,/bus/koluvere,Estonia,/bus/estonia
Kõmsi,/bus/komsi,Estonia,/bus/estonia
Konuvere,/bus/konuvere,Estonia,/bus/estonia
Koogi,/bus/koogi,Estonia,/bus/estonia
Koonu,/bus/koonu,Estonia,/bus/estonia
Kõpu,/bus/kopu,Estonia,/bus/estonia
Kõrgessaare,/bus/korgessaare,Estonia,/bus/estonia
Krei,/bus/krei,Estonia,/bus/estonia
Kuivajõe,/bus/kuivajoe,Estonia,/bus/estonia
Kuivastu,/bus/kuivastu,Estonia,/bus/estonia
Kuke,/bus/kuke,Estonia,/bus/estonia
Külama,/bus/kulama,Estonia,/bus/estonia
Kullamaa,/bus/kullamaa,Estonia,/bus/estonia
Kurena,/bus/kurena,Estonia,/bus/estonia
Kuressaare,/bus/kuressaare,Estonia,/bus/estonia
Kurista,/bus/kurista,Estonia,/bus/estonia
Kuusalu,/bus/kuusalu,Estonia,/bus/estonia
Laagna,/bus/laagna,Estonia,/bus/estonia
Lääne-Nigula,/bus/laane-nigula,Estonia,/bus/estonia
Lähte,/bus/lahte,Estonia,/bus/estonia
Laitse,/bus/laitse,Estonia,/bus/estonia
Langerma,/bus/langerma,Estonia,/bus/estonia
Lasari,/bus/lasari,Estonia,/bus/estonia
Läsna,/bus/lasna,Estonia,/bus/estonia
Lauka,/bus/lauka,Estonia,/bus/estonia
Leevijõe,/bus/leevijoe,Estonia,/bus/estonia
Leibre,/bus/leibre,Estonia,/bus/estonia
Leie,/bus/leie,Estonia,/bus/estonia
Leila,/bus/leila,Estonia,/bus/estonia
Leisu,/bus/leisu,Estonia,/bus/estonia
Lestima,/bus/lestima,Estonia,/bus/estonia
Levala,/bus/levala,Estonia,/bus/estonia
Libatse,/bus/libatse,Estonia,/bus/estonia
Lihula,/bus/lihula,Estonia,/bus/estonia
Liiapeksi,/bus/liiapeksi,Estonia,/bus/estonia
Liiguste,/bus/liiguste,Estonia,/bus/estonia
Liiva,/bus/liiva,Estonia,/bus/estonia
Linna,/bus/linna,Estonia,/bus/estonia
Linnuse,/bus/linnuse,Estonia,/bus/estonia
Loobu,/bus/loobu,Estonia,/bus/estonia
Loomse,/bus/loomse,Estonia,/bus/estonia
Luguse,/bus/luguse,Estonia,/bus/estonia
Luidja,/bus/luidja,Estonia,/bus/estonia
Maaritsa,/bus/maaritsa,Estonia,/bus/estonia
Mäekülä,/bus/maekula,Estonia,/bus/estonia
Malvaste,/bus/malvaste,Estonia,/bus/estonia
Mammaste,/bus/mammaste,Estonia,/bus/estonia
Märja,/bus/marja,Estonia,/bus/estonia
Märjamaa,/bus/marjamaa,Estonia,/bus/estonia
Metsalaane,/bus/metsalaane,Estonia,/bus/estonia
Metsanurga,/bus/metsanurga,Estonia,/bus/estonia
Mudiste,/bus/mudiste,Estonia,/bus/estonia
Mullavere,/bus/mullavere,Estonia,/bus/estonia
Mustla,/bus/mustla,Estonia,/bus/estonia
Narva,/bus/narva,Estonia,/bus/estonia
Nava,/bus/nava,Estonia,/bus/estonia
Nõo,/bus/noo,Estonia,/bus/estonia
Nurme,/bus/nurme,Estonia,/bus/estonia
Nurste,/bus/nurste,Estonia,/bus/estonia
Oese,/bus/oese,Estonia,/bus/estonia
Oisu,/bus/oisu,Estonia,/bus/estonia
Oiu,/bus/oiu,Estonia,/bus/estonia
Olustvere,/bus/olustvere,Estonia,/bus/estonia
Orgita,/bus/orgita,Estonia,/bus/estonia
Orissaare,/bus/orissaare,Estonia,/bus/estonia
Õngu,/bus/ongu,Estonia,/bus/estonia
Õssu,/bus/ossu,Estonia,/bus/estonia
Paali,/bus/paali,Estonia,/bus/estonia
Päärdu,/bus/paardu,Estonia,/bus/estonia
Paeküla,/bus/paekula,Estonia,/bus/estonia
Paide,/bus/paide,Estonia,/bus/estonia
Painküla,/bus/painkula,Estonia,/bus/estonia
Palade,/bus/palade,Estonia,/bus/estonia
Palivere,/bus/palivere,Estonia,/bus/estonia
Pälli,/bus/palli,Estonia,/bus/estonia
Paluküla,/bus/palukula,Estonia,/bus/estonia
Paope,/bus/paope,Estonia,/bus/estonia
Pärnu,/bus/parnu,Estonia,/bus/estonia
Pärnu-Jaagupi,/bus/parnu-jaagupi,Estonia,/bus/estonia
Partsi,/bus/partsi,Estonia,/bus/estonia
Peetrimõisa,/bus/peetrimoisa,Estonia,/bus/estonia
Pihla,/bus/pihla,Estonia,/bus/estonia
Piiri,/bus/piiri,Estonia,/bus/estonia
Pikasilla,/bus/pikasilla,Estonia,/bus/estonia
Pikkjärve,/bus/pikkjarve,Estonia,/bus/estonia
Põlli,/bus/polli,Estonia,/bus/estonia
Põlva,/bus/polva,Estonia,/bus/estonia
Pühalepa,/bus/puhalepa,Estonia,/bus/estonia
Puhja,/bus/puhja,Estonia,/bus/estonia
Puhtaleiva,/bus/puhtaleiva,Estonia,/bus/estonia
Purtse,/bus/purtse,Estonia,/bus/estonia
Raanitsa,/bus/raanitsa,Estonia,/bus/estonia
Rakke,/bus/rakke,Estonia,/bus/estonia
Rakvere,/bus/rakvere,Estonia,/bus/estonia
Ratla,/bus/ratla,Estonia,/bus/estonia
Rebala,/bus/rebala,Estonia,/bus/estonia
Rehemäe,/bus/rehemae,Estonia,/bus/estonia
Reigi,/bus/reigi,Estonia,/bus/estonia
Ridaküla,/bus/ridakula,Estonia,/bus/estonia
Ringuta,/bus/ringuta,Estonia,/bus/estonia
Risti,/bus/risti,Estonia,/bus/estonia
Rõhu,/bus/rohu,Estonia,/bus/estonia
Rohuküla,/bus/rohukula,Estonia,/bus/estonia
Rõmeda,/bus/romeda,Estonia,/bus/estonia
Rõngu,/bus/rongu,Estonia,/bus/estonia
Rootsi,/bus/rootsi,Estonia,/bus/estonia
Rummu,/bus/rummu,Estonia,/bus/estonia
Ruu,/bus/ruu,Estonia,/bus/estonia
Sääla,/bus/saala,Estonia,/bus/estonia
Saikla,/bus/saikla,Estonia,/bus/estonia
Säravere,/bus/saravere,Estonia,/bus/estonia
Sauga,/bus/sauga,Estonia,/bus/estonia
Saunja,/bus/saunja,Estonia,/bus/estonia
Saverna,/bus/saverna,Estonia,/bus/estonia
Selja,/bus/selja,Estonia,/bus/estonia
Selli,/bus/selli,Estonia,/bus/estonia
Sillamäe,/bus/sillamae,Estonia,/bus/estonia
Sinima,/bus/sinima,Estonia,/bus/estonia
Soomevere,/bus/soomevere,Estonia,/bus/estonia
Sõtke,/bus/sotke,Estonia,/bus/estonia
Sulaoja,/bus/sulaoja,Estonia,/bus/estonia
Sultsi,/bus/sultsi,Estonia,/bus/estonia
Suuremõisa,/bus/suuremoisa,Estonia,/bus/estonia
Tabivere,/bus/tabivere,Estonia,/bus/estonia
Taebla,/bus/taebla,Estonia,/bus/estonia
Taevaskoja,/bus/taevaskoja,Estonia,/bus/estonia
Tagametsa,/bus/tagametsa,Estonia,/bus/estonia
Tagavere,/bus/tagavere,Estonia,/bus/estonia
Tallinn,/bus/tallinn,Estonia,/bus/estonia
Talvikese,/bus/talvikese,Estonia,/bus/estonia
Tänassilma,/bus/tanassilma,Estonia,/bus/estonia
Tareste,/bus/tareste,Estonia,/bus/estonia
Tartu,/bus/tartu,Estonia,/bus/estonia
Tarva,/bus/tarva,Estonia,/bus/estonia
Tiduvere,/bus/tiduvere,Estonia,/bus/estonia
Tihemetsa,/bus/tihemetsa,Estonia,/bus/estonia
Tilga,/bus/tilga,Estonia,/bus/estonia
Tolli,/bus/tolli,Estonia,/bus/estonia
Tõnumaa,/bus/tonumaa,Estonia,/bus/estonia
Tõrremäe,/bus/torremae,Estonia,/bus/estonia
Tõrva,/bus/torva,Estonia,/bus/estonia
Turba,/bus/turba,Estonia,/bus/estonia
Türi,/bus/turi,Estonia,/bus/estonia
Türi-Alliku,/bus/turi-alliku,Estonia,/bus/estonia
Tuudi,/bus/tuudi,Estonia,/bus/estonia
Uhti,/bus/uhti,Estonia,/bus/estonia
Uuemõisa,/bus/uuemoisa,Estonia,/bus/estonia
Uusna,/bus/uusna,Estonia,/bus/estonia
Üdruma,/bus/udruma,Estonia,/bus/estonia
Ülenurme,/bus/ulenurme,Estonia,/bus/estonia
Vaemla,/bus/vaemla,Estonia,/bus/estonia
Vägeva,/bus/vageva,Estonia,/bus/estonia
Vagula,/bus/vagula,Estonia,/bus/estonia
Vahastu,/bus/vahastu,Estonia,/bus/estonia
Vaibla,/bus/vaibla,Estonia,/bus/estonia
Väike-Maarja,/bus/vaike-maarja,Estonia,/bus/estonia
Väike-Rakke,/bus/vaike-rakke,Estonia,/bus/estonia
Vaimastvere,/bus/vaimastvere,Estonia,/bus/estonia
Väimela,/bus/vaimela,Estonia,/bus/estonia
Vaimõisa,/bus/vaimoisa,Estonia,/bus/estonia
Valga,/bus/valga,Estonia,/bus/estonia
Valgejõe,/bus/valgejoe,Estonia,/bus/estonia
Valgu,/bus/valgu,Estonia,/bus/estonia
Valjala,/bus/valjala,Estonia,/bus/estonia
Vana-Kuuste,/bus/vana-kuuste,Estonia,/bus/estonia
Vana-Vigala,/bus/vana-vigala,Estonia,/bus/estonia
Vana-Võidu,/bus/vana-voidu,Estonia,/bus/estonia
Varbola,/bus/varbola,Estonia,/bus/estonia
Värssu,/bus/varssu,Estonia,/bus/estonia
Vigala-Vanamõisa,/bus/vigala-vanamoisa,Estonia,/bus/estonia
Viilupi,/bus/viilupi,Estonia,/bus/estonia
Viiri,/bus/viiri,Estonia,/bus/estonia
Viitna,/bus/viitna,Estonia,/bus/estonia
Viljandi,/bus/viljandi,Estonia,/bus/estonia
Vilumäe,/bus/vilumae,Estonia,/bus/estonia
Virtsu,/bus/virtsu,Estonia,/bus/estonia
Vissi,/bus/vissi,Estonia,/bus/estonia
Võerdla,/bus/voerdla,Estonia,/bus/estonia
Voldi,/bus/voldi,Estonia,/bus/estonia
Võntküla,/bus/vontkula,Estonia,/bus/estonia
Võrkla,/bus/vorkla,Estonia,/bus/estonia
Võru,/bus/voru,Estonia,/bus/estonia
Espoo,/bus/espoo,Finland,/bus/finland
Hameenlinna,/bus/hameenlinna,Finland,/bus/finland
Heinola,/bus/heinola,Finland,/bus/finland
Helsinki,/bus/helsinki,Finland,/bus/finland
Hyvinkaa,/bus/hyvinkaa,Finland,/bus/finland
Joensuu,/bus/joensuu,Finland,/bus/finland
Jyväskylä,/bus/jyvaskyla,Finland,/bus/finland
Kemi,/bus/kemi,Finland,/bus/finland
Kuopio,/bus/kuopio,Finland,/bus/finland
Lahti,/bus/lahti,Finland,/bus/finland
Närpes,/bus/narpes,Finland,/bus/finland
Nurmijarvi,/bus/nurmijarvi,Finland,/bus/finland
Oulu,/bus/oulu,Finland,/bus/finland
Pori,/bus/pori,Finland,/bus/finland
Raisio,/bus/raisio,Finland,/bus/finland
Rauma,/bus/rauma,Finland,/bus/finland
Rovaniemi,/bus/rovaniemi,Finland,/bus/finland
Salo,/bus/salo,Finland,/bus/finland
Tampere,/bus/tampere,Finland,/bus/finland
Turku,/bus/turku,Finland,/bus/finland
Vantaa Airport,/bus/vantaa-airport,Finland,/bus/finland
Vaasa,/bus/vaasa,Finland,/bus/finland
Agen,/bus/agen,France,/bus/france
Aime,/bus/aime,France,/bus/france
Aix-en-Provence,/bus/aix-en-provence,France,/bus/france
Aix-les-Bains,/bus/aix-les-bains,France,/bus/france
Alpe d'Huez,/bus/alpe-dhuez,France,/bus/france
Amiens,/bus/amiens,France,/bus/france
Angers,/bus/angers,France,/bus/france
Angoulême,/bus/angouleme,France,/bus/france
Annecy,/bus/annecy,France,/bus/france
Annemasse,/bus/annemasse,France,/bus/france
Antibes,/bus/antibes,France,/bus/france
Argelès-sur-Mer,/bus/argeles-sur-mer,France,/bus/france
Argenteuil,/bus/argenteuil,France,/bus/france
Argentiere,/bus/argentiere,France,/bus/france
Arpajon,/bus/arpajon,France,/bus/france
Aubagne,/bus/aubagne,France,/bus/france
Auray,/bus/auray,France,/bus/france
Auxerre,/bus/auxerre,France,/bus/france
Avignon,/bus/avignon,France,/bus/france
Avoriaz,/bus/avoriaz,France,/bus/france
Avranches,/bus/avranches,France,/bus/france
Bandol,/bus/bandol,France,/bus/france
Basel Euroairport,/bus/basel-euroairport,France,/bus/france
Bayonne,/bus/bayonne,France,/bus/france
Beaune,/bus/beaune,France,/bus/france
Beauvais,/bus/beauvais,France,/bus/france
Belfort,/bus/belfort,France,/bus/france
Belle Plagne,/bus/belle-plagne,France,/bus/france
Bellegarde,/bus/bellegarde,France,/bus/france
Besançon,/bus/besancon,France,/bus/france
Béziers,/bus/beziers,France,/bus/france
Biarritz,/bus/biarritz,France,/bus/france
Blois,/bus/blois,France,/bus/france
Bollène,/bus/bollene,France,/bus/france
Bordeaux,/bus/bordeaux,France,/bus/france
Bourg-en-Bresse,/bus/bourg-en-bresse,France,/bus/france
Bourg-Saint-Maurice,/bus/bourg-saint-maurice,France,/bus/france
Bourges,/bus/bourges,France,/bus/france
Brest,/bus/brest,France,/bus/france
Brive-la-Gaillarde,/bus/brive-la-gaillarde,France,/bus/france
Cabourg,/bus/cabourg,France,/bus/france
Caen,/bus/caen,France,/bus/france
Cahors,/bus/cahors,France,/bus/france
Calais,/bus/calais,France,/bus/france
Cannes,/bus/cannes,France,/bus/france
Carcassonne,/bus/carcassonne,France,/bus/france
Castets,/bus/castets,France,/bus/france
Cavalaire-sur-Mer,/bus/cavalaire-sur-mer,France,/bus/france
Chalon-sur-Saône,/bus/chalon-sur-saone,France,/bus/france
Châlons-en-champagne,/bus/chalons-en-champagne,France,/bus/france
Chambéry,/bus/chambery,France,/bus/france
Chamonix,/bus/chamonix,France,/bus/france
Château-Thierry,/bus/chateau-thierry,France,/bus/france
Châteaulin,/bus/chateaulin,France,/bus/france
Châtellerault,/bus/chatellerault,France,/bus/france
Clermont-Ferrand,/bus/clermont-ferrand,France,/bus/france
Colmar,/bus/colmar,France,/bus/france
Compiègne,/bus/compiegne,France,/bus/france
Concarneau,/bus/concarneau,France,/bus/france
